model,track_id,stem_id,mldr_lr,mss_lr,mldr_ms,mss_ms,param_mse
mean,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.133122087,1.129013062,1.343451262,1.58514142,5.09597826
nn_mir,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8172701597,1.431676149,1.002293468,1.585667372,5.25389576
regression,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.143286943,1.050024271,1.039458752,1.586003065,15.42018127
mir,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8961412311,1.395713568,1.010613322,1.587486267,20.40585327
mir_001,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.169353724,1.349893451,1.402607918,1.588449121,5.990409851
mir_1,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.267455578,1.562669992,1.089640856,1.588913321,4.833799362
mfcc_01,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.5712285042,1.315624237,0.6527302265,1.589845896,6.888026237
mfcc_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.8018603325,1.412365437,0.7610846758,1.590022445,7.875502586
mfcc_1,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.500452042,1.047195673,1.049281359,1.592823029,23.01911545
mfcc_01,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.336138248,1.3132658,1.399623632,1.592982531,7.299263954
afx,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,0.8517068624,1.16453886,0.8574626446,1.596040964,11.56096554
mfcc_01,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.138025641,0.9601434469,1.110044956,1.597573042,13.0527916
afx_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.4186980724,1.174162745,0.522746563,1.598321915,7.465419292
mir_01,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_07_01,1.185745955,1.418919563,1.274312496,1.598911524,6.362699032
mfcc_001,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,1.9422611,1.151410937,2.041360855,1.599127412,25.09053421
regression,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.6410457492,1.439308167,1.197874069,1.606089115,2.795221329
nn_afx,BrandonWebster_YesSirICanFly_RAW,BrandonWebster_YesSirICanFly_RAW_02_01,0.4274449944,0.9787015915,0.6046799421,1.606314063,7.076298714
mfcc_1,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.787282467,1.247016788,2.4750669,1.606675386,22.61799049
nn_afx,BrandonWebster_DontHearAThing_RAW,BrandonWebster_DontHearAThing_RAW_02_01,0.5638308525,0.668084383,0.6626716852,1.613806486,6.11393404
mir_1,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.661531925,1.693064094,1.685843825,1.615178585,5.91361475
nn_param,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8920888901,1.403073549,1.428573132,1.616078138,2.998731852
nn_mir,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6238901615,0.9646968842,0.7006554604,1.616091609,20.03349876
mean,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.505118132,1.040426135,1.315594077,1.617375374,23.03919792
afx_001,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,0.9358031154,1.32562685,1.111117125,1.617847323,7.261164665
mfcc,Torres_NewSkin_RAW,Torres_NewSkin_RAW_02_01,2.299015284,1.519652247,2.258518934,1.618612647,8.275587082
mir_01,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.175470114,1.321995497,1.467148304,1.626117587,5.73238039
mir_01,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.8283169866,1.135206699,0.8458045721,1.626220226,8.053646088
nn_param,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.614592791,1.216301322,2.056568146,1.627518177,8.389979362
nn_mfcc,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.270127892,0.938711524,1.308995008,1.627944469,27.67535973
nn_afx,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.957983375,1.678323984,1.92487812,1.629145145,10.79389
mfcc_1,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,1.13113904,0.9404301047,0.9756178856,1.629549742,13.38348675
mir,Torres_NewSkin_RAW,Torres_NewSkin_RAW_02_01,1.327902794,1.558380842,1.324238062,1.630171776,7.102575302
nn_afx,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.608023643,1.624769926,1.632893801,1.630817413,13.39003563
mfcc_001,MutualBenefit_NotForNothing_RAW,MutualBenefit_NotForNothing_RAW_06_01,1.240682006,1.340397358,1.325598955,1.63081789,7.332648277
mfcc_001,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.4369950891,0.8452402949,1.148060083,1.630946159,11.21449184
mfcc_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.384598494,1.426176548,1.532134295,1.631059051,6.125329494
mean,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_08_01,0.8610540628,0.8326616287,1.526895761,1.631572485,2.236843824
mfcc,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.584456205,1.536589026,1.686263561,1.631599665,10.82751083
nn_param,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.7168395519,0.9679557681,0.7567740679,1.63374424,8.172684669
nn_mir,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.433289051,1.199336052,1.419227839,1.633803606,12.01521778
mir,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,0.8730580807,1.30738771,0.7596771121,1.63564992,7.227261066
mir,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.930881977,1.618818045,1.902481079,1.635976434,7.661159515
afx_001,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.2516574562,1.343639731,0.2709845304,1.638507485,5.785514832
mfcc_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.131031394,1.623667121,1.313737392,1.639045715,10.16896439
afx,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.8977745175,1.403409362,0.978585422,1.640775204,7.6448102
afx,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.134922981,1.243203163,1.555161953,1.643280506,26.10751152
mfcc,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.8233337402,1.263532996,0.8677025437,1.644675255,7.545685291
afx_001,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.023317099,1.21628046,1.49883008,1.64574337,19.88580322
afx_001,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_06_01,0.619220078,1.526331782,0.6466583014,1.647449493,11.00753403
regression,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.612443209,1.492788792,1.793556213,1.649618506,8.452121735
mfcc_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.6844092607,1.471692085,1.192339659,1.650188684,2.59983325
nn_afx,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.4478552938,0.7985779643,1.311533928,1.650887489,17.22091103
nn_afx,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.031808138,1.850426435,0.9012346864,1.653345466,4.145213127
nn_param,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.031808138,1.850426435,0.9012346864,1.653345466,4.145213127
regression,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5285477638,1.055447817,0.7033985853,1.653755784,4.943238735
mir_01,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5262577534,1.144878149,0.5313231945,1.656397104,6.476529598
mir_1,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.389107823,1.46993494,1.546898603,1.656527996,6.296466351
nn_param,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.6076403856,1.34693706,0.3143295646,1.657457829,2.208720207
nn_mfcc,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.6076403856,1.34693706,0.3143295646,1.657457829,2.208720207
nn_mir,DeadMilkmen_PrisonersCinema_RAW,DeadMilkmen_PrisonersCinema_RAW_12_01,0.6076403856,1.34693706,0.3143295646,1.657457829,2.208720207
afx_001,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,0.9152446985,1.156992435,0.9132632613,1.658448577,8.232788086
mfcc_01,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6748864651,0.9551262259,0.7812793255,1.658785582,11.15394783
mir_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.5435830355,1.373206615,0.6257619262,1.66192162,6.437140942
mir_001,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,0.6168786287,1.059387445,0.5766923428,1.661924362,6.355448246
afx_1,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,1.113458872,0.8489313126,1.071601033,1.662294626,4.736337662
mir_001,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.012853622,1.794068336,0.8979532719,1.663943529,5.084314823
nn_param,ClaraBerryAndWooldog_AirTraffic_RAW,ClaraBerryAndWooldog_AirTraffic_RAW_08_01,0.6032089591,0.8634451628,0.8765343428,1.664757729,2.688839197
mfcc_001,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.405714989,1.678215742,1.370833635,1.664948702,8.06881237
mir,ClaraBerryAndWooldog_Boys_RAW,ClaraBerryAndWooldog_Boys_RAW_06_01,1.056092143,1.611340761,1.306114912,1.665994406,4.790372849
afx,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.03522408,1.950951576,0.7080245018,1.666074395,7.756049156
regression,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.48370719,1.50594461,1.721348286,1.66732645,10.21378708
afx_01,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.387634754,1.207101941,1.818876266,1.668211699,22.58480644
afx_001,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,0.8758566976,0.9084436297,0.7778127193,1.670113564,10.94078922
nn_param,ClaraBerryAndWooldog_Boys_RAW,ClaraBerryAndWooldog_Boys_RAW_06_01,0.8982464075,0.7626429796,1.336947203,1.670908332,2.23353529
mfcc,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.5020925999,0.8665342331,1.153657436,1.670926094,11.01942444
mfcc_1,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.260859251,1.548514724,1.116559386,1.671784163,4.93076849
afx_01,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_04_01,1.27401495,1.320773602,1.505405784,1.672180414,5.915531158
regression,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.830781937,1.308562279,1.928404212,1.673361301,13.20091057
mir_001,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.679264069,1.38588655,1.891762614,1.674487591,11.4578371
mir_01,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.716053247,1.265210867,2.022359371,1.674958587,8.805459023
mfcc,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8949967623,1.470941424,0.9731421471,1.677172184,24.09052086
afx,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,0.8132259846,1.388069153,0.9250549078,1.677421093,7.691393852
mir_001,MusicDelta_Britpop_RAW,MusicDelta_Britpop_RAW_08_01,1.286194801,1.144756079,1.225446939,1.677856684,2.601531267
nn_mfcc,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.320222259,1.603846312,1.336753488,1.679200292,11.59080887
afx,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_01_01,0.8020900488,1.903102398,0.9172884226,1.679617643,5.073417664
nn_param,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.216173172,1.493673325,1.18193543,1.680027008,9.059970856
nn_afx,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.243011951,1.305347919,1.152927279,1.683671355,5.477127075
nn_param,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.243011951,1.305347919,1.152927279,1.683671355,5.477127075
afx_001,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,0.9948070049,1.149312377,1.043452501,1.683937311,10.11507511
afx_01,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.240461707,1.397607565,1.36767292,1.685037374,7.834365845
afx,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.6169250607,1.445106268,0.8357157707,1.685302138,16.4454422
regression,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.383638978,1.46503377,1.3064574,1.686363697,11.66146755
mir_01,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.101909161,1.141235352,1.302935719,1.686426878,8.051991463
nn_param,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.6065006852,1.448383093,0.951631844,1.686830163,2.318682432
mfcc,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_01_01,1.924760103,1.631954551,2.036622763,1.687471867,6.371290207
regression,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.443907499,1.339909554,1.51048553,1.687986612,14.10603237
mir_01,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.638950229,1.687517881,1.58581686,1.688040733,5.954797268
afx,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,0.7339998484,1.480084419,0.8765681982,1.689306259,6.660065174
nn_mir,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.650513649,1.368060589,1.953775883,1.68949914,16.70010185
nn_param,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,0.6601495743,1.268103361,0.7657915354,1.689736366,4.653973103
afx,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.51097703,1.593617678,1.539810419,1.690450191,9.044732094
mir,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.507368088,1.470450401,2.385826588,1.690460205,21.26584625
mir_1,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6641950011,1.000328898,0.7881721258,1.692546964,10.82450581
regression,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.8891408443,1.346679688,0.8939406276,1.69346714,13.38318253
regression,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6301288605,0.9424169064,0.6960777044,1.694802165,10.2331171
regression,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.6331789494,1.356944442,0.7536153793,1.69500792,9.536225319
mfcc_01,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.15682745,1.364834547,1.394219756,1.695857286,5.750810146
afx_01,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.26456058,1.610344887,1.186475277,1.696036577,5.748700619
mfcc_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.648416698,1.583348274,0.8391093016,1.697523832,21.23398399
mfcc_01,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.549822092,1.302900434,1.790407181,1.699209332,11.87654877
mir_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.354279995,1.680672526,1.43330431,1.700183511,6.172751904
mir_01,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.55549264,1.330658197,1.68720758,1.700776577,11.56074524
nn_afx,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.353381157,1.213136196,1.234982252,1.701473951,13.58620644
afx_001,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.8447303176,1.360697508,0.9217333198,1.703285813,4.397411823
nn_mfcc,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,2.102905989,1.609999418,1.075624466,1.707044959,4.572128296
afx_1,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.3316401839,1.13224864,0.5489439368,1.707075357,5.679953098
mean,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.755568862,1.268286705,0.8595219851,1.70745194,11.89231014
afx_01,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.226602793,1.616962314,1.045793056,1.709145188,8.220649719
mir_1,PortStWillow_StayEven_RAW,PortStWillow_StayEven_RAW_08_01,0.8023716211,1.255453348,0.9817845225,1.709993601,11.76429081
afx_01,ClaraBerryAndWooldog_WaltzForMyVictims_RAW,ClaraBerryAndWooldog_WaltzForMyVictims_RAW_05_01,0.9394155145,0.9612144232,0.8160777092,1.711763859,11.89175606
nn_mir,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.2679312229,1.192787409,0.4635568857,1.711951852,10.74338245
mfcc_001,AvaLuna_Waterduct_RAW,AvaLuna_Waterduct_RAW_08_01,1.174132824,1.427326918,0.9313536882,1.712813735,22.76091194
mfcc_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_10_01,0.8637539744,1.452708006,0.9508085251,1.714836359,25.30461311
nn_mfcc,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.7512875795,1.127759218,0.7656594515,1.715684652,26.66046524
afx,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.1872859,1.478301406,1.104803443,1.718487978,10.05964565
mir_01,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.691767931,1.299698234,0.7787379026,1.720794797,10.18336773
afx_1,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5249914527,1.081153154,0.7059190273,1.723043442,6.218019485
nn_mir,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_01_01,0.9959127903,1.083564043,1.347637415,1.7251755,7.387525558
mir_1,MusicDelta_Gospel_RAW,MusicDelta_Gospel_RAW_06_01,0.6202187538,0.9605751038,0.7500271797,1.725408554,2.90835166
mir_01,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.5751259327,1.330914259,0.739400506,1.725799918,7.092515469
afx_001,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_04_01,0.5065224171,2.000295162,0.4593909383,1.727432013,3.035446167
mir_1,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.3667351604,0.7738413215,0.3910474181,1.727536082,22.40484047
mean,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.3476788402,1.147345543,0.5862571001,1.728889942,5.780436516
mfcc_01,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_03_01,1.033336163,1.641990185,1.088611126,1.729805708,5.786177158
afx,AClassicEducation_NightOwl_RAW,AClassicEducation_NightOwl_RAW_08_01,1.37512064,1.499194026,1.361156106,1.734612465,10.79248428
nn_param,StevenClark_Bounty_RAW,StevenClark_Bounty_RAW_08_01,0.924271822,1.552880526,0.9986211061,1.735324264,5.202349186
mean,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5644475818,1.12361598,0.7320925593,1.735498667,6.452644348
mfcc_001,Snowmine_Curfews_RAW,Snowmine_Curfews_RAW_03_01,0.1824368685,1.510907412,0.2081820369,1.738724947,19.01730728
nn_mir,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.701112747,1.392761588,1.506506205,1.739253998,9.180764198
mir_001,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,2.026542187,1.692769408,2.028692245,1.739644527,7.271380424
mir_01,FamilyBand_Again_RAW,FamilyBand_Again_RAW_09_01,2.495467663,1.265155196,1.7738024,1.739732742,22.00177002
afx,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.4493225813,0.9923089743,0.5574133992,1.739762664,12.68539143
regression,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.23002696,1.661155939,1.420514822,1.741369486,11.78343582
afx_01,Torres_NewSkin_RAW,Torres_NewSkin_RAW_05_01,1.381493568,1.51175189,1.574125767,1.743239641,5.585456848
mfcc_1,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.200793028,1.333225489,1.243857145,1.744095564,5.863816261
afx,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.302206874,1.980077624,1.071508527,1.744191885,11.56255054
nn_mir,TheScarletBrand_LesFleursDuMal_RAW,TheScarletBrand_LesFleursDuMal_RAW_08_01,1.102649808,0.9489938021,1.451611519,1.744850159,7.840240002
mir,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.042465925,1.679413199,1.350385427,1.74514997,6.020008087
afx_001,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.4849616885,0.9965030551,0.5561397672,1.74609828,11.4089222
mfcc_01,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,0.8325314522,0.930388689,1.318423867,1.746181965,12.68589115
mfcc_01,Meaxic_TakeAStep_RAW,Meaxic_TakeAStep_RAW_04_01,0.8881805539,1.384233475,1.184572577,1.747139215,4.038795948
afx_001,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.333258629,1.483162284,1.156571388,1.748075724,6.396581173
afx_01,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.5881031156,0.9341435432,0.6451067924,1.74830842,10.1924715
mir_1,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.055370092,1.149066806,1.141112089,1.752611876,8.136890411
mir_1,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_03_01,1.097539544,0.9211435318,1.504539847,1.752869844,13.67882156
afx_1,ClaraBerryAndWooldog_Stella_RAW,ClaraBerryAndWooldog_Stella_RAW_07_01,1.674569249,1.70616436,1.850208282,1.753113031,5.597048283
mfcc,CatMartino_IPromise_RAW,CatMartino_IPromise_RAW_06_01,1.337253571,1.673749328,1.359907866,1.754494071,9.467585564
regression,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.051068783,1.329327583,1.176755905,1.756350756,11.39227581
nn_afx,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.2420525104,1.095845103,0.2839689255,1.757245302,10.46754837
mir_001,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.734708548,1.745816231,1.756911993,1.75913918,8.698154449
afx_001,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_04_01,1.228409052,1.460422993,1.328706741,1.759738207,6.456590176
nn_afx,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.4711197019,1.221282959,0.6228693128,1.760174394,9.207242012
nn_mfcc,MidnightBlue_HuntingSeason_RAW,MidnightBlue_HuntingSeason_RAW_02_01,0.5847782493,1.452058792,0.626899004,1.761088371,8.181025505
mfcc_1,FacesOnFilm_WaitingForGa_RAW,FacesOnFilm_WaitingForGa_RAW_03_01,0.6619182825,0.9921414256,0.7653723955,1.76147151,10.8414278
mfcc_1,LizNelson_Rainfall_RAW,LizNelson_Rainfall_RAW_02_01,0.6094256639,1.338462234,0.7804596424,1.762314081,6.948820591
nn_mir,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.426215768,1.829038858,1.631338358,1.764096379,9.601775169
mir_001,TleilaxEnsemble_MelancholyFlowers_RAW,TleilaxEnsemble_MelancholyFlowers_RAW_05_01,1.351410389,1.69875741,1.416871548,1.767389655,10.55921841
mir_01,SongYiJeon_TwoMoons_RAW,SongYiJeon_TwoMoons_RAW_01_01,0.5221148729,1.096165776,0.8346298933,1.767936826,2.899020672
afx_001,MatthewEntwistle_Lontano_RAW,MatthewEntwistle_Lontano_RAW_02_01,1.276901364,1.733078003,1.230133653,1.769309759,8.889255524
mir_1,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_03_01,1.184131145,1.652675033,1.253926277,1.770555258,10.34356213
nn_mir,Torres_NewSkin_RAW,Torres_NewSkin_RAW_03_01,1.567158937,1.247301102,0.8074845076,1.771229982,2.567702532
mfcc_01,HeladoNegro_MitadDelMundo_RAW,HeladoNegro_MitadDelMundo_RAW_08_01,1.202281237,1.225915909,1.367913961,1.772057056,9.080113411
regression,StrandOfOaks_Spacestation_RAW,StrandOfOaks_Spacestation_RAW_04_01,1.234649897,1.38848722,1.163446665,1.774689913,10.08686733
mir_1,TleilaxEnsemble_Late_RAW,TleilaxEnsemble_Late_RAW_05_01,1.480527163,1.660523176,1.65097487,1.775282145,9.046030045
mfcc_01,BigTroubles_Phantom_RAW,BigTroubles_Phantom_RAW_04_01,1.499202728,1.470512629,1.435124874,1.775464535,9.053879738
mir,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.6509892941,1.392024398,0.5771814585,1.776823997,7.011218071
mean,LizNelson_ImComingHome_RAW,LizNelson_ImComingHome_RAW_02_01,0.6988745928,1.249034166,0.9536219239,1.778553247,2.779593706
mfcc_01,Auctioneer_OurFutureFaces_RAW,Auctioneer_OurFutureFaces_RAW_08_01,1.114495993,1.263950109,1.298831463,1.779117584,8.468011856
nn_param,MidnightBlue_StarsAreScreaming_RAW,MidnightBlue_StarsAreScreaming_RAW_07_01,0.5184476972,1.263678432,0.6196323633,1.78211844,6.022762299
